2017-11-28 15:39:26,719 3800 summa.preprocessing.cleaner <module> [line:20] INFO 'pattern' package not found; tag filters are not available for English
2017-11-28 15:41:09,410 3800 D:\workspace\pycharm\clabel\p2h\pinyin2hanzi.py <module> [line:16] INFO load vocab success.
2017-11-28 15:42:54,611 3800 D:\workspace\pycharm\clabel\clabel\labeler.py run [line:81] INFO pipeline run...
2017-11-28 15:42:54,612 3800 D:\workspace\pycharm\clabel\clabel\labeler.py run [line:88] INFO 句法解析
2017-11-28 15:42:54,654 3800 clabel.pipeline.sentence_parser parse [line:45] INFO parse pinglun run...
2017-11-28 15:42:54,779 3800 clabel.pipeline.sentence_parser pingluns [line:55] INFO parse line 0
2017-11-28 15:43:33,624 3800 clabel.pipeline.sentence_parser pingluns [line:55] INFO parse line 10000
2017-11-28 15:44:14,648 3800 clabel.pipeline.sentence_parser pingluns [line:55] INFO parse line 20000
2017-11-28 15:44:50,653 3800 clabel.pipeline.sentence_parser pingluns [line:55] INFO parse line 30000
2017-11-28 15:45:24,179 3800 clabel.pipeline.sentence_parser pingluns [line:55] INFO parse line 40000
2017-11-28 15:46:00,127 3800 clabel.pipeline.sentence_parser pingluns [line:55] INFO parse line 50000
2017-11-28 15:46:38,603 3800 clabel.pipeline.sentence_parser pingluns [line:55] INFO parse line 60000
2017-11-28 15:47:15,021 3800 clabel.pipeline.sentence_parser pingluns [line:55] INFO parse line 70000
2017-11-28 15:47:50,430 3800 clabel.pipeline.sentence_parser pingluns [line:55] INFO parse line 80000
2017-11-28 15:48:23,392 3800 clabel.pipeline.sentence_parser pingluns [line:55] INFO parse line 90000
2017-11-28 15:48:56,792 3800 clabel.pipeline.sentence_parser pingluns [line:55] INFO parse line 100000
2017-11-28 15:49:29,932 3800 clabel.pipeline.sentence_parser pingluns [line:55] INFO parse line 110000
2017-11-28 15:50:02,129 3800 clabel.pipeline.sentence_parser pingluns [line:55] INFO parse line 120000
2017-11-28 15:50:36,215 3800 clabel.pipeline.sentence_parser pingluns [line:55] INFO parse line 130000
2017-11-28 15:51:10,912 3800 clabel.pipeline.sentence_parser pingluns [line:55] INFO parse line 140000
2017-11-28 15:51:43,712 3800 clabel.pipeline.sentence_parser pingluns [line:55] INFO parse line 150000
2017-11-28 15:52:14,255 3800 clabel.pipeline.sentence_parser pingluns [line:55] INFO parse line 160000
2017-11-28 15:52:47,174 3800 clabel.pipeline.sentence_parser pingluns [line:55] INFO parse line 170000
2017-11-28 15:53:15,874 3800 clabel.pipeline.sentence_parser pingluns [line:55] INFO parse line 180000
2017-11-28 15:53:44,634 3800 clabel.pipeline.sentence_parser pingluns [line:55] INFO parse line 190000
2017-11-28 15:54:16,031 3800 clabel.pipeline.sentence_parser pingluns [line:55] INFO parse line 200000
2017-11-28 15:54:46,389 3800 clabel.pipeline.sentence_parser pingluns [line:55] INFO parse line 210000
